Wall time,Step,Value
1744342876.5582325,9824,0.8046875
1744342877.2007658,9837,0.7265625
1744342877.840759,9850,0.765625
1744342878.6773572,9867,0.7890625
1744342879.0252612,9874,0.859375
1744342880.0375152,9894,0.7578125
1744342880.524599,9904,0.7421875
1744342881.1139467,9916,0.7734375
1744342881.1630833,9917,0.8203125
1744342882.6738882,9948,0.8203125
1744342882.7219884,9949,0.8046875
1744342882.7708528,9950,0.765625
1744342883.36115,9960,0.828125
1744342883.999166,9973,0.78125
1744342884.2956567,9979,0.8125
1744342884.6978028,9987,0.8203125
1744342885.001357,9993,0.765625
1744342888.5984514,10063,0.765625
1744342889.9842012,10090,0.8046875
1744342893.3776863,10121,0.8203125
1744342893.634526,10126,0.8125
1744342894.2547865,10138,0.765625
1744342896.7948499,10189,0.78125
1744342896.8930626,10191,0.78125
1744342897.7477915,10208,0.7890625
1744342898.0956383,10215,0.7890625
1744342898.5923264,10225,0.7421875
1744342900.8109612,10269,0.78125
1744342901.3506494,10280,0.75
1744342902.153199,10296,0.7890625
1744342904.4271731,10342,0.7734375
1744342904.5745924,10345,0.765625
1744342904.6228611,10346,0.8515625
1744342907.0844877,10395,0.8203125
1744342909.5919418,10445,0.8125
1744342909.8893704,10451,0.765625
1744342909.9395697,10452,0.8203125
1744342910.2357392,10458,0.8046875
1744342912.373445,10501,0.78125
1744342913.205874,10518,0.7734375
1744342914.8369493,10551,0.7421875
1744342915.3308904,10561,0.7890625
1744342915.9301422,10573,0.796875
1744342916.3205056,10581,0.7578125
1744342917.0490854,10596,0.8203125
1744342917.9242837,10614,0.7265625
1744342918.8475394,10633,0.84375
1744342921.1673112,10643,0.7734375
1744342921.2650478,10645,0.78125
1744342924.4177804,10707,0.8046875
1744342924.929494,10717,0.796875
1744342925.2869883,10724,0.78125
1744342925.5450163,10729,0.828125
1744342926.3940578,10745,0.828125
1744342926.7841263,10752,0.84375
1744342927.4457505,10765,0.7734375
1744342927.7927382,10771,0.8046875
1744342929.6741407,10809,0.7890625
1744342931.3025866,10842,0.8046875
1744342934.1989565,10897,0.8671875
1744342934.395028,10901,0.7890625
1744342938.2421486,10976,0.84375
1744342940.5852494,11022,0.8046875
1744342940.6392214,11023,0.8125
1744342940.9076817,11028,0.78125
1744342941.3165562,11036,0.8203125
1744342942.2295756,11054,0.8125
1744342944.2681134,11094,0.8046875
1744342945.4400256,11118,0.8125
1744342945.7318175,11124,0.8046875
1744342945.7804499,11125,0.8203125
1744342946.173176,11133,0.828125
1744342947.4514246,11159,0.75
1744342948.0152438,11170,0.7890625
1744342951.794992,11208,0.7890625
1744342951.9932024,11212,0.734375
1744342952.3023245,11218,0.78125
1744342952.647305,11225,0.6953125
1744342952.6968992,11226,0.7734375
1744342953.2986972,11238,0.734375
1744342954.1896212,11256,0.796875
1744342955.5858543,11284,0.78125
1744342956.125774,11295,0.7734375
1744342957.8474975,11330,0.7890625
1744342957.8960238,11331,0.8125
1744342958.294728,11339,0.8203125
1744342958.8956063,11351,0.765625
1744342959.5245771,11364,0.8046875
1744342961.0025222,11394,0.796875
1744342961.4931517,11404,0.8046875
1744342961.7491682,11409,0.8125
1744342963.4212468,11443,0.7578125
1744342963.666344,11448,0.8203125
1744342963.7621343,11450,0.8203125
1744342964.160379,11458,0.7890625
1744342964.3071969,11461,0.7734375
1744342964.4055145,11463,0.7734375
1744342965.6234689,11488,0.90625
1744342965.7222278,11490,0.8359375
1744342966.3537977,11503,0.8046875
1744342967.469012,11526,0.8046875
1744342967.5167558,11527,0.78125
1744342968.9292328,11556,0.8046875
1744342969.6180825,11570,0.8359375
1744342970.008335,11578,0.8046875
1744342971.6381793,11611,0.8203125
1744342973.218278,11643,0.7890625
1744342975.844298,11696,0.7578125
1744342978.4762576,11713,0.84375
1744342979.6281579,11736,0.8125
1744342980.3264537,11750,0.828125
1744342980.6231394,11756,0.765625
1744342981.0789247,11765,0.7734375
1744342982.0222542,11784,0.8203125
1744342982.1201937,11786,0.8515625
1744342983.6577537,11817,0.8515625
1744342983.7570658,11819,0.796875
1744342983.9583414,11823,0.8046875
1744342984.613614,11836,0.828125
1744342985.0197327,11844,0.8203125
1744342985.1706944,11847,0.8203125
1744342985.3742793,11851,0.8515625
1744342986.1831594,11867,0.765625
1744342986.636699,11876,0.8046875
1744342986.9327419,11882,0.7890625
1744342988.7948377,11919,0.8046875
1744342989.0411937,11924,0.75
1744342989.8965106,11941,0.765625
1744342990.6067662,11955,0.8046875
1744342990.6559336,11956,0.8203125
1744342991.3533573,11970,0.8515625
1744342991.4520798,11972,0.859375
1744342991.6996703,11977,0.8203125
1744342992.612104,11995,0.7890625
1744342993.479094,12012,0.8125
1744342994.2386274,12027,0.84375
1744342995.6979556,12057,0.859375
1744342995.991706,12063,0.8203125
1744342996.2432399,12068,0.828125
1744342996.641331,12076,0.7890625
1744342999.5905,12135,0.8203125
1744343000.640772,12156,0.765625
1744343001.2417853,12168,0.8515625
1744343001.5902052,12175,0.734375
1744343001.7927203,12179,0.828125
1744343003.3330925,12210,0.78125
1744343004.564498,12235,0.6666666865348816
1744343006.5249372,12238,0.8046875
1744343006.9254768,12246,0.8125
1744343007.7280843,12262,0.7421875
1744343008.1755645,12271,0.796875
1744343009.7276094,12302,0.7734375
1744343009.8266704,12304,0.7890625
1744343010.0295568,12308,0.796875
1744343010.4371295,12316,0.7734375
1744343010.487373,12317,0.7578125
1744343011.8868034,12345,0.8203125
1744343012.3303463,12354,0.75
1744343012.599115,12359,0.75
1744343012.9468126,12366,0.7578125
1744343013.1424444,12370,0.7578125
1744343014.3465116,12394,0.765625
1744343014.544335,12398,0.8046875
1744343014.6435723,12400,0.796875
1744343015.6843748,12421,0.796875
1744343015.733257,12422,0.8125
1744343015.7829568,12423,0.8203125
1744343016.478972,12437,0.765625
1744343016.788571,12443,0.8125
1744343017.0890715,12449,0.796875
1744343018.4493601,12476,0.7890625
1744343018.5494242,12478,0.8046875
1744343018.649125,12480,0.8671875
1744343020.7101383,12522,0.7890625
1744343022.2825418,12554,0.84375
1744343024.6289096,12601,0.7734375
1744343026.6782446,12642,0.8515625
1744343026.9833393,12648,0.828125
1744343027.2262073,12653,0.75
1744343028.5429459,12679,0.859375
1744343030.0772243,12708,0.78125
1744343031.0491796,12727,0.7578125
1744343035.6775706,12782,0.8046875
1744343036.123866,12791,0.8203125
1744343038.930825,12847,0.7890625
1744343039.4698093,12858,0.8203125
