Wall time,Step,Value
1745045337.7302296,10967,0.3125
1745045348.5450237,10976,0.4375
1745045364.1414394,10989,0.125
1745045403.7341907,11022,0.5
1745045404.9332829,11023,0.3125
1745045410.9262872,11028,0.3125
1745045420.5373945,11036,0.375
1745045442.1640103,11054,0.3125
1745045455.3740711,11065,0.4375
1745045490.1826534,11094,0.375
1745045519.0081868,11118,0.3125
1745045526.2251706,11124,0.3125
1745045527.4268441,11125,0.4375
1745045534.6289892,11131,0.3125
1745045537.0302324,11133,0.3125
1745045568.2354248,11159,0.375
1745045581.4476666,11170,0.4375
1745045627.0586104,11208,0.375
1745045631.8606787,11212,0.375
1745045639.055136,11218,0.1875
1745045647.4732263,11225,0.375
1745045648.6725984,11226,0.5
1745045663.0654328,11238,0.3125
1745045684.668787,11256,0.1875
1745045718.2940311,11284,0.375
1745045731.5012453,11295,0.25
1745045775.596734,11317,0.5
1745045791.2159226,11330,0.5625
1745045792.4179966,11331,0.1875
1745045802.0348413,11339,0.4375
1745045816.4579656,11351,0.375
1745045832.09269,11364,0.4375
1745045868.1029382,11394,0.375
1745045880.0949466,11404,0.3125
1745045883.7037628,11407,0.3125
1745045886.1072092,11409,0.25
1745045901.7108376,11422,0.125
1745045927.021003,11443,0.375
1745045933.0221627,11448,0.3125
1745045935.4216816,11450,0.3125
1745045945.033414,11458,0.375
1745045948.6332042,11461,0.5625
1745045951.0311482,11463,0.5625
1745045955.824616,11467,0.4375
1745045981.0246148,11488,0.4375
1745045983.426498,11490,0.375
1745045999.0208333,11503,0.3125
1745046012.241316,11514,0.1875
1745046026.6549516,11526,0.0625
1745046027.8567393,11527,0.375
1745046062.7187417,11556,0.25
1745046079.538011,11570,0.25
1745046089.1366043,11578,0.25
1745046128.8181808,11611,0.3125
1745046167.255713,11643,0.1875
1745046223.751565,11690,0.1875
1745046230.9514704,11696,0.4375
1745046251.383191,11713,0.25
1745046296.6838753,11736,0.4375
1745046313.5279155,11750,0.25
1745046320.7492182,11756,0.375
1745046327.9737666,11762,0.5625
1745046331.5864286,11765,0.3125
1745046342.4125426,11774,0.3125
1745046354.4272568,11784,0.5
1745046356.8274379,11786,0.1875
1745046394.0831296,11817,0.4375
1745046396.4882143,11819,0.3125
1745046401.2910464,11823,0.3125
1745046416.8897488,11836,0.3125
1745046426.5154912,11844,0.375
1745046430.1212656,11847,0.4375
1745046434.9213774,11851,0.3125
1745046454.1397822,11867,0.3125
1745046464.946257,11876,0.4375
1745046472.1524477,11882,0.375
1745046478.1562047,11887,0.3125
1745046515.4242876,11918,0.3125
1745046516.625626,11919,0.1875
1745046522.630611,11924,0.3125
1745046543.0510275,11941,0.25
1745046559.9531093,11955,0.5
1745046561.1499171,11956,0.25
1745046577.959599,11970,0.5
1745046580.3635767,11972,0.375
1745046586.3623967,11977,0.375
1745046607.9892724,11995,0.4375
1745046628.4046254,12012,0.3125
1745046635.6308956,12018,0.1875
1745046646.4356387,12027,0.4375
1745046670.4626133,12047,0.125
1745046682.467264,12057,0.375
1745046689.664171,12063,0.375
1745046695.699883,12068,0.1875
1745046705.3004353,12076,0.5
1745046765.391481,12126,0.5625
1745046776.2127197,12135,0.375
1745046819.190121,12156,0.5625
1745046833.624393,12168,0.1875
1745046842.0560768,12175,0.5
1745046846.880736,12179,0.375
1745046884.1994975,12210,0.375
1745046914.2990656,12235,0.3125
1745046917.900457,12238,0.3125
1745046927.5196354,12246,0.3125
1745046946.7931533,12262,0.25
1745046957.6210287,12271,0.125
1745046994.947014,12302,0.3125
1745046997.3525932,12304,0.3125
1745047002.1634,12308,0.375
1745047009.3790033,12314,0.4375
1745047011.7824943,12316,0.3125
1745047012.9855008,12317,0.1875
1745047034.6582055,12335,0.3125
1745047046.6874297,12345,0.375
1745047057.5203533,12354,0.375
1745047063.5297942,12359,0.0625
1745047071.937684,12366,0.375
1745047076.7405791,12370,0.25
1745047105.62307,12394,0.3125
1745047110.4323018,12398,0.25
1745047112.8453174,12400,0.25
1745047138.1005955,12421,0.1875
1745047139.3017297,12422,0.25
1745047140.5017943,12423,0.5
1745047157.453706,12437,0.5625
1745047164.67121,12443,0.5
1745047171.8878934,12449,0.375
1745047175.5033529,12452,0.375
1745047204.3511016,12476,0.4375
1745047206.7623487,12478,0.5
1745047209.167328,12480,0.375
1745047259.6098604,12522,0.25
1745047277.6587784,12537,0.1875
1745047298.1121807,12554,0.3125
1745047307.7446527,12562,0.4375
1745047315.72369,12569,0.5
